customer_id,CustomerName,Gender,age,City,State,Pincode,DateOfBirth,Age,MaritalStatus,Education,Occupation,AnnualIncome,AccountOpenDate,CustomerSegment,account_type
18248,Vinaya Toor,Female,33,Bhubaneswar,Odisha,599233,23-07-1977,48,Married,Diploma,Retired,409061,14-02-2010,Regular,Current
18249,Vamakshi Palla,Male,61,Lucknow,Uttar Pradesh,139766,04-04-1963,62,Single,High School,Self-employed,692682,05-11-2011,Silver,Salary
18250,Charles Bhakta,Female,30,Hyderabad,Telangana,46692,22-03-1994,31,Single,Diploma,Self-employed,1987232,10-05-2022,Gold,Salary
18251,Keya Das,Male,28,Delhi,Delhi,988282,15-09-1992,33,Single,PhD,Business Owner,710445,14-11-2012,Silver,Salary
18252,Harsh Kumer,Male,21,Hyderabad,Telangana,425668,21-04-1964,61,Single,PhD,Retired,215645,18-10-2014,Regular,Current
18253,Kamya Sekhon,Male,61,Jaipur,Rajasthan,606701,04-07-1980,45,Married,Diploma,Self-employed,1801380,15-07-2014,Gold,Salary
18254,Avni Chana,Female,65,Hyderabad,Telangana,348293,27-01-1968,57,Married,PhD,Self-employed,1920989,28-06-2024,Gold,Savings
18255,Lipika Chakrabarti,Female,47,Patna,Bihar,526239,30-03-1974,51,Married,Diploma,Business Owner,1167042,22-12-2012,Gold,Savings
18256,Ethan Sami,Female,30,Bhopal,Madhya Pradesh,664093,15-04-1968,57,Single,Master,Student,173108,08-06-2024,Regular,Current
18257,Wakeeta Raghavan,Male,40,Bhubaneswar,Odisha,160104,20-03-2015,10,Single,Diploma,Retired,209231,30-01-2024,Regular,Current
18258,Pooja Subramaniam,Female,59,Pune,Maharashtra,734009,05-08-2009,16,Single,Master,Retired,279458,16-04-2011,Regular,Savings
18259,Yasti Sarna,Female,60,Bhubaneswar,Odisha,279654,28-06-1964,61,Married,Diploma,Business Owner,2581701,27-02-2011,Platinum,Current
18260,Yauvani Dhawan,Male,30,Pune,Maharashtra,533382,18-06-1982,43,Single,High School,Student,80883,22-09-2013,Regular,Salary
18261,Pranav Dutta,Male,27,Delhi,Delhi,55376,10-02-1967,58,Married,Master,Salaried,595663,10-04-2017,Silver,Savings
18262,Abha Madan,Female,44,Mumbai,Maharashtra,974577,14-02-2007,18,Single,Diploma,Business Owner,2027590,30-12-2014,Platinum,Savings
18263,Megha Thakkar,Female,43,Lucknow,Uttar Pradesh,132839,21-11-1982,43,Single,PhD,Self-employed,1216614,19-12-2010,Gold,Salary
18264,Oliver Rana,Male,35,Ahmedabad,Gujarat,149615,25-08-2000,25,Divorced,High School,Self-employed,1414533,06-03-2016,Gold,Savings
18265,Abeer Deshmukh,Male,53,Patna,Bihar,814912,15-05-1973,52,Married,High School,Self-employed,787115,14-12-2018,Silver,Savings
18266,Avni Mand,Female,21,Mumbai,Maharashtra,13355,20-04-1986,39,Married,Master,Salaried,451761,25-07-2020,Regular,Savings
18267,Anita Talwar,Male,27,Patna,Bihar,554513,15-09-1972,53,Married,Bachelor,Self-employed,723588,05-12-2016,Silver,Savings
18268,Isaiah Bose,Female,57,Delhi,Delhi,377208,08-02-1999,26,Married,Diploma,Salaried,822543,20-05-2010,Silver,Salary
18269,Ekalinga Rege,Male,35,Patna,Bihar,3714,26-12-1984,41,Single,High School,Business Owner,520382,01-03-2020,Silver,Salary
18270,William Narain,Female,47,Hyderabad,Telangana,712293,08-09-1976,49,Married,Bachelor,Salaried,356337,09-02-2012,Regular,Savings
18271,Anamika Mangal,Male,25,Kolkata,West Bengal,681624,20-07-1980,45,Single,Diploma,Self-employed,1558816,19-03-2022,Gold,Current
18272,Raksha Korpal,Female,40,Kolkata,West Bengal,923404,25-09-1996,29,Married,Diploma,Retired,278998,08-05-2018,Regular,Salary
18273,Rayaan Kumer,Male,63,Hyderabad,Telangana,982429,15-12-1987,38,Married,Bachelor,Self-employed,1360149,08-12-2014,Gold,Savings
18274,Niharika Sachar,Female,62,Bhubaneswar,Odisha,522204,13-12-1974,51,Married,Bachelor,Salaried,1361048,20-03-2015,Gold,Salary
18275,Om Chana,Female,27,Delhi,Delhi,583515,12-09-2006,19,Married,PhD,Salaried,1031751,16-07-2012,Gold,Salary
18276,Falguni Vaidya,Male,63,Chandigarh,Punjab,917838,28-12-1965,60,Married,Bachelor,Student,80182,28-09-2011,Regular,Current
18277,Charita Chaudhuri,Female,58,Lucknow,Uttar Pradesh,241553,18-10-1980,45,Single,Diploma,Student,146314,18-08-2017,Regular,Savings
18278,Maanas Sinha,Female,57,Mumbai,Maharashtra,392699,11-04-1968,57,Single,Diploma,Student,111375,20-01-2019,Regular,Salary
18279,Qarin Chauhan,Female,30,Kolkata,West Bengal,732661,16-09-2015,10,Single,Diploma,Self-employed,697505,13-08-2016,Silver,Savings
18280,Devika Ganesan,Male,37,Mumbai,Maharashtra,9585,04-09-1964,61,Married,Diploma,Salaried,939494,17-05-2021,Silver,Savings
18281,Teerth Nori,Female,30,Bangalore,Karnataka,240121,16-05-2011,14,Divorced,Diploma,Student,97612,07-12-2014,Regular,Savings
18282,Chakrika Mital,Female,32,Delhi,Delhi,862237,23-09-2018,7,Single,Master,Retired,278477,06-04-2017,Regular,Current
18283,Amara Subramaniam,Male,24,Bhubaneswar,Odisha,963682,14-10-1975,50,Single,Master,Business Owner,2128899,21-04-2019,Platinum,Salary
18284,Hritik Kara,Female,39,Jaipur,Rajasthan,296027,10-11-1985,40,Married,Bachelor,Business Owner,2096593,26-12-2013,Platinum,Current
18285,Sanya Maharaj,Male,24,Thiruvananthapuram,Kerala,131344,26-02-2009,16,Married,Bachelor,Student,55169,18-06-2022,Regular,Savings
18286,Divya Mody,Female,32,Thiruvananthapuram,Kerala,445896,10-03-2002,23,Married,Diploma,Student,51810,02-05-2020,Regular,Current
18287,Hamsini Loyal,Female,22,Mumbai,Maharashtra,874876,21-12-1997,28,Single,Bachelor,Student,191466,13-08-2017,Regular,Current
18288,Lipika Misra,Male,65,Chandigarh,Punjab,723271,24-01-1975,50,Widowed,Master,Business Owner,503523,03-05-2014,Silver,Salary
18289,Azad Rana,Female,30,Chandigarh,Punjab,644982,12-03-1981,44,Married,Bachelor,Student,137462,22-05-2012,Regular,Current
18290,Daksha Setty,Female,21,Delhi,Delhi,252752,17-07-1961,64,Single,High School,Retired,357480,02-06-2021,Regular,Current
18291,Aarnav Dhingra,Male,40,Patna,Bihar,607478,12-07-1977,48,Divorced,Bachelor,Retired,381905,20-10-2015,Regular,Salary
18292,Gagan Sen,Male,33,Thiruvananthapuram,Kerala,116150,24-01-2014,11,Married,Bachelor,Retired,211598,06-03-2022,Regular,Savings
18293,Jagdish Kala,Male,65,Bhubaneswar,Odisha,358019,29-11-1966,59,Single,High School,Retired,313523,24-04-2015,Regular,Savings
18294,Chanakya Srinivasan,Female,38,Thiruvananthapuram,Kerala,341379,16-01-1966,59,Married,High School,Salaried,396841,02-05-2015,Regular,Current
18295,Osha Vaidya,Female,36,Delhi,Delhi,399967,08-02-1969,56,Married,Bachelor,Student,103880,30-06-2018,Regular,Current
18296,Faris Sarin,Female,58,Chennai,Tamil Nadu,907626,20-02-1984,41,Married,Bachelor,Self-employed,464647,14-06-2016,Regular,Salary
18297,Oeshi Vohra,Male,59,Delhi,Delhi,142897,13-01-1976,49,Single,Master,Salaried,724011,15-08-2022,Silver,Current
18298,Falak Devi,Male,31,Ahmedabad,Gujarat,778947,26-11-2007,18,Divorced,High School,Self-employed,963437,19-05-2013,Silver,Current
18299,Aashi Bath,Male,28,Hyderabad,Telangana,975407,19-02-1971,54,Single,High School,Self-employed,553458,26-06-2012,Silver,Salary
18300,Kamala Dyal,Female,67,Jaipur,Rajasthan,829479,30-06-2001,24,Married,High School,Salaried,815668,24-09-2017,Silver,Current
18301,Timothy Sengupta,Female,64,Chandigarh,Punjab,241286,26-08-2009,16,Married,Diploma,Student,156341,14-05-2013,Regular,Current
18302,Nitara Walla,Female,69,Chennai,Tamil Nadu,581168,05-02-1993,32,Single,Bachelor,Salaried,1009629,02-03-2023,Gold,Savings
18303,Nihal Tripathi,Female,56,Delhi,Delhi,736437,19-01-1976,49,Single,Master,Business Owner,1292925,23-04-2019,Gold,Current
18304,Jackson Yogi,Male,68,Hyderabad,Telangana,694979,13-09-1973,52,Married,Bachelor,Retired,165541,07-09-2015,Regular,Current
18305,Pahal Varkey,Female,28,Thiruvananthapuram,Kerala,235434,16-11-2007,18,Married,PhD,Salaried,1381255,28-02-2018,Gold,Current
18306,Harrison Deol,Male,63,Bangalore,Karnataka,169407,04-10-1976,49,Married,High School,Salaried,977751,07-09-2021,Silver,Salary
18307,Kavya Rai,Male,63,Chandigarh,Punjab,594288,14-01-1982,43,Married,High School,Business Owner,2318998,21-06-2020,Platinum,Savings
18308,Ria Roy,Male,70,Jaipur,Rajasthan,622632,13-10-1960,65,Married,High School,Retired,483923,02-06-2011,Regular,Salary
18309,Lohit Kumer,Female,63,Lucknow,Uttar Pradesh,975590,14-03-1989,36,Married,Bachelor,Self-employed,1524294,26-06-2018,Gold,Savings
18310,Samar Oak,Male,53,Bangalore,Karnataka,607790,31-05-1975,50,Single,Diploma,Business Owner,1619743,12-08-2018,Gold,Salary
18311,Charan Dhingra,Female,40,Pune,Maharashtra,834318,06-06-1984,41,Single,Bachelor,Student,166341,10-05-2014,Regular,Current
18312,Triveni Hayer,Female,48,Chennai,Tamil Nadu,116183,17-01-2006,19,Married,High School,Salaried,1225243,26-07-2024,Gold,Salary
18313,Kiaan Raj,Male,48,Ahmedabad,Gujarat,33051,09-11-1961,64,Married,High School,Salaried,357908,19-09-2023,Regular,Savings
18314,Ishanvi Kulkarni,Female,48,Lucknow,Uttar Pradesh,765961,08-12-2004,21,Single,Diploma,Business Owner,2590168,11-09-2014,Platinum,Savings
18315,Raksha Aurora,Male,50,Hyderabad,Telangana,919471,05-04-2005,20,Divorced,Diploma,Salaried,391246,22-01-2011,Regular,Current
18316,Ganga Dave,Male,67,Chennai,Tamil Nadu,111570,05-02-1965,60,Married,Master,Retired,323446,27-08-2014,Regular,Salary
18317,Urmi Barad,Male,59,Jaipur,Rajasthan,903514,01-05-1995,30,Single,Master,Retired,123056,22-12-2012,Regular,Salary
18318,Bhavika Chada,Male,36,Jaipur,Rajasthan,839006,09-02-1972,53,Widowed,High School,Business Owner,604412,11-08-2013,Silver,Current
18319,Nicholas Dasgupta,Male,21,Patna,Bihar,513291,25-12-1974,51,Married,Master,Business Owner,2591781,27-02-2012,Platinum,Savings
18320,Finn Kaur,Female,61,Bangalore,Karnataka,395586,03-05-1964,61,Single,Bachelor,Business Owner,1642342,26-09-2019,Gold,Savings
18321,Idika Basak,Male,23,Kolkata,West Bengal,555758,30-01-2002,23,Single,Bachelor,Student,148914,20-05-2022,Regular,Current
18322,Prisha Keer,Male,52,Thiruvananthapuram,Kerala,291326,26-12-1973,52,Married,High School,Salaried,508274,08-07-2021,Silver,Savings
18323,Jagat Singhal,Male,61,Hyderabad,Telangana,719571,13-11-1971,54,Married,Bachelor,Self-employed,983000,15-01-2011,Silver,Salary
18324,Zaitra Dasgupta,Male,24,Chandigarh,Punjab,326720,14-09-1981,44,Single,High School,Self-employed,902505,17-06-2020,Silver,Savings
18325,Ekaja Morar,Female,53,Chennai,Tamil Nadu,998604,19-08-2014,11,Single,Diploma,Self-employed,919088,26-01-2010,Silver,Salary
18326,Advik Memon,Female,40,Lucknow,Uttar Pradesh,513035,10-12-1992,33,Single,High School,Business Owner,2367051,23-02-2012,Platinum,Salary
18327,Dipta Subramanian,Male,44,Delhi,Delhi,865066,26-06-2011,14,Married,Bachelor,Student,58227,25-06-2021,Regular,Current
18328,Dominic Pai,Female,67,Delhi,Delhi,509684,20-01-1985,40,Single,Bachelor,Student,63338,01-07-2013,Regular,Savings
18329,Upma Biswas,Male,26,Hyderabad,Telangana,208040,26-06-2001,24,Single,Master,Self-employed,982543,17-11-2011,Silver,Salary
18330,Lila Bhatia,Female,53,Chandigarh,Punjab,879982,19-01-1982,43,Married,Bachelor,Self-employed,1937748,02-07-2017,Gold,Savings
18331,Hema Parmar,Female,31,Jaipur,Rajasthan,337706,24-10-2000,25,Married,PhD,Student,70799,17-07-2017,Regular,Savings
18332,Bimala Thakur,Male,49,Lucknow,Uttar Pradesh,717835,18-09-1975,50,Married,Bachelor,Business Owner,2547662,22-12-2020,Platinum,Salary
18333,Xalak Dara,Female,24,Hyderabad,Telangana,758848,09-11-1969,56,Single,Diploma,Business Owner,1795503,24-11-2015,Gold,Savings
18334,Ira Bora,Female,45,Delhi,Delhi,240147,08-04-1982,43,Married,Bachelor,Self-employed,994986,19-12-2011,Silver,Current
18335,Kashvi Mani,Female,60,Ahmedabad,Gujarat,364067,17-07-1974,51,Single,Diploma,Retired,203271,01-01-2013,Regular,Current
18336,Mekhala Mitra,Female,28,Bangalore,Karnataka,25173,05-06-2017,8,Divorced,Bachelor,Business Owner,2125373,01-04-2018,Platinum,Savings
18337,Onkar Sawhney,Female,41,Bangalore,Karnataka,263204,14-05-2014,11,Married,Bachelor,Retired,393506,02-04-2012,Regular,Savings
18338,Mugdha Prashad,Male,56,Delhi,Delhi,527788,17-10-1963,62,Single,Bachelor,Salaried,1217887,01-01-2014,Gold,Current
18339,Advay Buch,Female,24,Patna,Bihar,205315,06-01-1966,59,Single,High School,Business Owner,845812,30-04-2012,Silver,Savings
18340,Balveer Brahmbhatt,Female,34,Pune,Maharashtra,254977,10-11-1993,32,Married,Bachelor,Retired,446196,21-03-2022,Regular,Salary
18341,Oviya Iyer,Male,34,Bangalore,Karnataka,598709,11-03-1972,53,Married,High School,Salaried,1100224,02-04-2022,Gold,Salary
18342,Unni Peri,Female,27,Pune,Maharashtra,801476,19-01-1960,65,Married,High School,Salaried,799880,10-04-2014,Silver,Current
18343,Gavin Murty,Female,65,Lucknow,Uttar Pradesh,870957,07-10-1985,40,Married,Bachelor,Self-employed,1456406,17-05-2014,Gold,Current
18344,Simon Khanna,Female,40,Lucknow,Uttar Pradesh,349519,03-05-2001,24,Married,Bachelor,Retired,468330,06-07-2016,Regular,Salary
18345,Janya Amble,Male,38,Thiruvananthapuram,Kerala,386975,13-06-2007,18,Married,High School,Self-employed,1361400,05-05-2010,Gold,Savings
18346,Mason Cheema,Male,33,Chandigarh,Punjab,267889,15-12-2003,22,Married,Bachelor,Salaried,1215748,11-08-2024,Gold,Salary
18347,Dalaja Kalla,Male,58,Patna,Bihar,459487,09-06-1995,30,Married,Bachelor,Business Owner,1282063,01-10-2011,Gold,Savings
18348,Vamakshi Bahri,Male,26,Kolkata,West Bengal,510413,15-05-2009,16,Married,High School,Business Owner,832758,10-07-2020,Silver,Savings
18349,Pranit Dhingra,Male,60,Chennai,Tamil Nadu,124674,29-07-2008,17,Divorced,Bachelor,Business Owner,2000669,24-11-2022,Platinum,Salary
18350,Theodore Mital,Male,32,Mumbai,Maharashtra,396000,26-03-1996,29,Single,Diploma,Retired,350614,16-08-2011,Regular,Current
18351,Wishi Srivastava,Female,63,Lucknow,Uttar Pradesh,955388,07-02-2007,18,Single,Bachelor,Student,178396,19-04-2023,Regular,Savings
18352,Ojasvi Dani,Male,28,Kolkata,West Bengal,462481,11-11-2001,24,Married,Diploma,Self-employed,1031349,27-10-2016,Gold,Salary
18353,Janya Bala,Female,42,Bhopal,Madhya Pradesh,327552,28-01-2018,7,Married,Diploma,Student,51628,21-12-2015,Regular,Salary
18354,Wakeeta Garg,Female,26,Chandigarh,Punjab,599211,15-08-2006,19,Divorced,Master,Student,135205,01-09-2017,Regular,Salary
18355,Ekani Karan,Female,44,Pune,Maharashtra,928548,02-10-1991,34,Single,Master,Salaried,834703,13-02-2024,Silver,Savings
18356,Akshay Dave,Female,55,Delhi,Delhi,612330,28-04-2014,11,Married,Bachelor,Self-employed,1185711,15-03-2018,Gold,Savings
18357,Januja Pathak,Female,62,Delhi,Delhi,320821,22-10-2011,14,Single,High School,Salaried,1351917,14-08-2020,Gold,Savings
18358,Timothy Pingle,Male,69,Patna,Bihar,632362,08-05-1996,29,Married,High School,Student,164590,20-10-2019,Regular,Savings
18359,Kashish Bobal,Male,33,Lucknow,Uttar Pradesh,558974,22-07-1982,43,Single,Bachelor,Salaried,1199851,16-09-2018,Gold,Savings
18360,Ayushman Srinivasan,Female,38,Bangalore,Karnataka,880211,18-12-2006,19,Single,Diploma,Salaried,555724,20-01-2023,Silver,Savings
18361,Tarak Mukherjee,Male,22,Patna,Bihar,850728,28-07-1996,29,Single,Master,Retired,374476,14-06-2018,Regular,Savings
18362,Krishna Gandhi,Female,67,Chandigarh,Punjab,466948,21-12-1974,51,Married,Diploma,Self-employed,712980,18-05-2013,Silver,Savings
18363,Neha Basak,Male,29,Patna,Bihar,51305,20-02-2005,20,Single,Diploma,Self-employed,1009159,17-09-2017,Gold,Current
18364,Kiaan Hayre,Male,65,Ahmedabad,Gujarat,16739,31-10-2004,21,Single,Bachelor,Student,191351,10-07-2014,Regular,Savings
18365,Jagvi Bhattacharyya,Female,60,Kolkata,West Bengal,884512,29-04-1971,54,Single,Bachelor,Business Owner,2594938,21-03-2019,Platinum,Current
18366,Logan Sagar,Female,49,Patna,Bihar,792060,08-04-1963,62,Single,Diploma,Salaried,945096,15-02-2020,Silver,Savings
18367,Omaja Desai,Female,45,Ahmedabad,Gujarat,726092,24-07-1978,47,Divorced,Master,Self-employed,540653,25-04-2012,Silver,Salary
18368,Laban Puri,Female,69,Pune,Maharashtra,329334,02-08-1966,59,Single,Bachelor,Business Owner,1649464,19-04-2012,Gold,Salary
18369,Yashvi Chaudry,Female,26,Chennai,Tamil Nadu,972938,23-10-2013,12,Single,Master,Self-employed,757228,21-11-2020,Silver,Savings
18370,Inaya Mangal,Male,51,Pune,Maharashtra,458803,20-12-1992,33,Married,Bachelor,Student,178197,03-10-2012,Regular,Current
18371,Thomas Mahajan,Female,51,Patna,Bihar,346852,10-10-1986,39,Married,Bachelor,Salaried,1360958,21-01-2013,Gold,Savings
18372,Rachana Grover,Male,34,Thiruvananthapuram,Kerala,374024,13-05-1970,55,Married,High School,Retired,289555,20-12-2010,Regular,Salary
18373,Kamya Das,Male,52,Bhopal,Madhya Pradesh,802067,22-03-2014,11,Married,Bachelor,Student,111306,13-02-2015,Regular,Salary
18374,Amara Issac,Male,63,Patna,Bihar,904953,30-12-1996,29,Divorced,Bachelor,Student,66651,04-11-2016,Regular,Savings
18375,Ranveer Sathe,Male,44,Ahmedabad,Gujarat,423901,28-04-1994,31,Single,Diploma,Student,115717,24-03-2018,Regular,Salary
18376,Tanish Goda,Male,49,Thiruvananthapuram,Kerala,68759,22-09-1993,32,Widowed,High School,Business Owner,956453,03-10-2020,Silver,Salary
18377,Krishna Ramachandran,Female,24,Bangalore,Karnataka,270721,14-11-1986,39,Married,Bachelor,Student,181888,08-01-2016,Regular,Salary
18378,Chaitaly Kamdar,Female,70,Chandigarh,Punjab,780624,08-07-1993,32,Married,High School,Retired,362442,27-09-2012,Regular,Savings
18379,Rachana Khanna,Female,43,Hyderabad,Telangana,209391,21-02-1962,63,Married,High School,Salaried,1285925,05-03-2024,Gold,Current
18380,Vasana Mahal,Male,37,Mumbai,Maharashtra,160176,21-03-1988,37,Married,High School,Self-employed,763060,20-12-2019,Silver,Savings
18381,Andrew Sampath,Female,26,Mumbai,Maharashtra,517367,17-09-2003,22,Single,High School,Business Owner,2254330,23-08-2017,Platinum,Savings
18382,Pratyush Mitra,Male,21,Bangalore,Karnataka,65966,29-10-1977,48,Single,Bachelor,Student,104326,16-07-2018,Regular,Salary
18383,Daksh Sachar,Male,22,Bhopal,Madhya Pradesh,51141,09-06-1961,64,Divorced,Diploma,Self-employed,1886465,23-09-2017,Gold,Current
18384,Ansh Nayak,Female,29,Hyderabad,Telangana,316985,04-05-1979,46,Married,High School,Student,117695,17-11-2023,Regular,Savings
18385,Zansi Dutta,Male,21,Lucknow,Uttar Pradesh,806548,27-01-1999,26,Single,Diploma,Salaried,1499473,15-11-2013,Gold,Current
18386,Matthew Mandal,Male,37,Chennai,Tamil Nadu,457699,11-04-2017,8,Married,Diploma,Retired,190190,02-09-2014,Regular,Savings
18387,Garima Kadakia,Male,61,Bhopal,Madhya Pradesh,319209,15-03-1973,52,Married,Bachelor,Retired,143074,17-02-2010,Regular,Current
18388,Nitara Sathe,Male,22,Thiruvananthapuram,Kerala,201811,13-05-2000,25,Single,Diploma,Business Owner,1175422,23-01-2011,Gold,Salary
18389,Mitesh Bail,Female,67,Patna,Bihar,813206,20-12-2012,13,Married,Diploma,Self-employed,685952,04-12-2012,Silver,Salary
18390,Libni Sharaf,Male,45,Bangalore,Karnataka,575213,18-07-1972,53,Married,Diploma,Self-employed,829820,23-02-2014,Silver,Current
18391,Bishakha Dara,Male,33,Bangalore,Karnataka,583329,25-03-2018,7,Single,Master,Retired,474214,24-07-2016,Regular,Current
18392,Omya Srinivas,Female,43,Hyderabad,Telangana,78733,03-02-1987,38,Divorced,High School,Salaried,758862,31-12-2013,Silver,Salary
18393,Vyanjana Deshmukh,Female,35,Thiruvananthapuram,Kerala,430556,23-07-1995,30,Single,Master,Business Owner,2916933,23-11-2012,Platinum,Salary
18394,Avi Setty,Male,53,Patna,Bihar,608359,07-12-1981,44,Married,Diploma,Student,187403,08-03-2015,Regular,Savings
18395,Girindra Basu,Female,68,Pune,Maharashtra,633243,07-10-1972,53,Single,Bachelor,Business Owner,1167796,05-02-2020,Gold,Salary
18396,Aditya Kari,Female,34,Ahmedabad,Gujarat,591597,20-06-1961,64,Married,Diploma,Retired,164315,21-01-2012,Regular,Current
18397,Manan Pillay,Female,22,Hyderabad,Telangana,985791,15-05-1980,45,Single,Diploma,Student,132324,10-01-2019,Regular,Savings
18398,Ojasvi Reddy,Male,67,Hyderabad,Telangana,973058,22-05-1999,26,Single,Bachelor,Business Owner,2862177,21-08-2018,Platinum,Savings
18399,Nathaniel Mukhopadhyay,Female,28,Kolkata,West Bengal,257523,09-09-1982,43,Married,Bachelor,Salaried,349934,23-12-2016,Regular,Salary
18400,Banjeet Patel,Female,39,Jaipur,Rajasthan,39119,02-09-2003,22,Single,Diploma,Self-employed,429986,11-02-2015,Regular,Current
18401,Vasana Ganesan,Male,49,Ahmedabad,Gujarat,445377,26-10-1995,30,Married,Diploma,Student,170855,15-11-2014,Regular,Salary
18402,Hemangini Mishra,Male,31,Delhi,Delhi,455350,02-11-2001,24,Married,High School,Business Owner,1015579,06-11-2024,Gold,Savings
18403,Christopher Bail,Male,38,Thiruvananthapuram,Kerala,420387,25-09-2001,24,Widowed,Master,Salaried,743803,27-04-2014,Silver,Current
18404,Vedant Garg,Male,21,Jaipur,Rajasthan,984487,02-05-1993,32,Married,Master,Business Owner,1081381,23-12-2017,Gold,Savings
18405,Rohan Bakshi,Male,29,Ahmedabad,Gujarat,356660,13-05-1978,47,Single,Diploma,Student,51761,24-11-2011,Regular,Salary
18406,Neel Goel,Female,49,Bangalore,Karnataka,684019,25-07-2001,24,Single,Bachelor,Salaried,907059,11-06-2023,Silver,Savings
18407,Vedika Tak,Male,32,Patna,Bihar,914055,13-09-1971,54,Married,Diploma,Self-employed,1906540,19-12-2023,Gold,Salary
18408,Vihaan Bhasin,Male,66,Bangalore,Karnataka,262702,20-04-1997,28,Married,Bachelor,Salaried,872741,29-11-2023,Silver,Salary
18409,Tanay Nayak,Female,25,Delhi,Delhi,782703,09-08-1964,61,Single,Bachelor,Business Owner,2645203,17-02-2020,Platinum,Savings
18410,Anusha Chahal,Male,59,Patna,Bihar,971868,05-01-1982,43,Married,Diploma,Business Owner,1584510,23-01-2024,Gold,Current
18411,Forum Goyal,Female,57,Jaipur,Rajasthan,389873,20-01-1973,52,Married,High School,Business Owner,1972647,02-08-2013,Gold,Salary
18412,Wishi Ganesh,Female,50,Mumbai,Maharashtra,663864,02-06-2017,8,Divorced,PhD,Business Owner,2261228,21-06-2011,Platinum,Savings
18413,Riya Babu,Female,38,Kolkata,West Bengal,648963,31-01-1969,56,Divorced,Master,Business Owner,2401610,26-06-2011,Platinum,Savings
18414,Varenya Balay,Male,64,Ahmedabad,Gujarat,815552,03-07-1986,39,Widowed,Bachelor,Retired,353219,17-07-2011,Regular,Current
18415,Hiral Sunder,Male,49,Bhubaneswar,Odisha,623466,22-07-1993,32,Married,Diploma,Salaried,449047,07-02-2017,Regular,Salary
18416,Pranav Hari,Male,58,Lucknow,Uttar Pradesh,259095,06-10-1964,61,Divorced,Diploma,Salaried,1062060,29-12-2012,Gold,Current
18417,Chaman Patil,Female,67,Jaipur,Rajasthan,421627,13-06-1991,34,Single,Bachelor,Salaried,857671,06-10-2023,Silver,Current
18418,Zarna Sangha,Female,68,Bhopal,Madhya Pradesh,51955,22-09-2001,24,Married,Master,Salaried,531657,17-08-2013,Silver,Current
18419,Qushi Patla,Male,36,Jaipur,Rajasthan,299895,05-09-1994,31,Married,Master,Student,171807,30-11-2019,Regular,Salary
18420,Vritti Parsa,Male,24,Thiruvananthapuram,Kerala,833426,15-08-2018,7,Divorced,Diploma,Business Owner,2093292,13-03-2010,Platinum,Salary
18421,Samar Ratta,Female,31,Lucknow,Uttar Pradesh,11735,18-11-1998,27,Married,Bachelor,Retired,304780,22-10-2023,Regular,Savings
18422,Finn Kari,Male,22,Bangalore,Karnataka,65031,03-01-1967,58,Single,Bachelor,Student,51852,22-12-2022,Regular,Salary
18423,Eiravati Vala,Male,58,Lucknow,Uttar Pradesh,609560,02-09-2013,12,Married,Diploma,Salaried,922226,06-10-2014,Silver,Current
18424,Meghana Sule,Male,22,Pune,Maharashtra,691766,16-05-1986,39,Married,Diploma,Salaried,961967,01-04-2011,Silver,Savings
18425,Mitali Krishnan,Male,24,Hyderabad,Telangana,724083,30-10-1991,34,Single,High School,Retired,318989,17-06-2019,Regular,Savings
18426,Leena Gokhale,Male,46,Mumbai,Maharashtra,349288,25-12-2005,20,Single,Bachelor,Salaried,1449357,26-07-2020,Gold,Savings
18427,Yashodhara Rajan,Male,48,Mumbai,Maharashtra,956912,27-06-2009,16,Married,Master,Salaried,783756,16-08-2019,Silver,Current
18428,Aarnav Pau,Male,61,Kolkata,West Bengal,673112,20-10-2002,23,Single,Master,Salaried,477249,22-02-2024,Regular,Salary
18429,Isha Bhandari,Male,51,Thiruvananthapuram,Kerala,75850,20-08-1963,62,Single,Bachelor,Salaried,507053,04-10-2015,Silver,Current
18430,Aadi Sangha,Female,36,Kolkata,West Bengal,758172,05-01-2003,22,Single,Diploma,Student,155347,26-10-2012,Regular,Savings
18431,Lavanya Varghese,Male,60,Chandigarh,Punjab,242939,29-01-1966,59,Divorced,Bachelor,Student,131295,24-01-2011,Regular,Salary
18432,Qadim Nadig,Female,21,Chandigarh,Punjab,705689,16-08-1991,34,Married,Master,Student,147146,24-03-2024,Regular,Current
18433,Sarthak Soni,Male,35,Chandigarh,Punjab,283938,26-09-1989,36,Single,Bachelor,Salaried,1223105,13-08-2012,Gold,Current
18434,Ojasvi Dar,Female,50,Chennai,Tamil Nadu,736893,10-05-1977,48,Married,Diploma,Self-employed,1769247,05-02-2012,Gold,Savings
18435,Pahal Bora,Male,52,Delhi,Delhi,253802,04-11-1987,38,Married,Master,Student,155033,09-03-2021,Regular,Savings
18436,Rehaan Wable,Female,26,Kolkata,West Bengal,489497,17-06-2005,20,Single,Master,Business Owner,2561710,05-07-2015,Platinum,Salary
18437,Qasim Wadhwa,Male,21,Patna,Bihar,438669,20-11-1974,51,Single,Master,Business Owner,2387938,08-09-2011,Platinum,Current
18438,Azaan Rege,Male,46,Hyderabad,Telangana,180639,28-12-1960,65,Married,Master,Self-employed,1976713,25-11-2010,Gold,Salary
18439,Ekansh Parekh,Female,40,Bhubaneswar,Odisha,332950,01-02-1969,56,Married,Diploma,Retired,309452,30-09-2011,Regular,Current
